,gmaps_name,gmaps_address,gmaps_latitude,gmaps_longitude,composite_score,yelp_types,gmaps_types,type
457,QuikTrip,"5500 Buford Hwy NE, Doraville, GA 30340, United States",33.901986,-84.2762471,0.7199778239,"gas stations, food, convenience stores, automotive, fast food, restaurants","gasstation, conveniencestore, mealtakeaway, liquorstore, restaurant, food",food
458,Soul Vegetarian No. 2,"652 North Highland Avenue Northeast, Atlanta, GA 30306",33.7722067,-84.3526146,0.7110612115,"vegan, restaurants, vegetarian, soul food","restaurant, food",food
459,Atlanta Fish Market,"265 Pharr Rd NE, Atlanta, GA 30305, United States",33.8366606,-84.3787991,0.7641496089,"steakhouses, restaurants, seafood, food, specialty food, seafood markets, sushi bars","bar, restaurant, food",food
460,Your DeKalb Farmers Market,"3000 E Ponce de Leon Ave, Decatur, GA 30030, United States",33.7869596,-84.2698114,0.8884568967,"breakfast  brunch, meat shops, food, fruits  veggies, seafood markets, ethnic food, restaurants, specialty food, farmers market, grocery, vegetarian, beer, wine  spirits","groceryorsupermarket, food",food
461,Wingstop,"4060 Peachtree Rd F, Brookhaven, GA 30319",33.8619293,-84.3394517,0.5094648178,"restaurants, chicken wings","restaurant, food",food
462,Vero Pizzeria,"1441 Dresden Dr #120, Brookhaven, GA 30319",33.86067,-84.3302094,0.728620578,"restaurants, pizza, italian","restaurant, food",food
463,Sweet Auburn Bread Company,"234 Auburn Ave NE, Atlanta, GA 30303",33.7556393,-84.3798629,0.6701802967,"desserts, restaurants, bakeries, food","bakery, food",food
464,Marlow's Tavern,"3575 Durden Dr NE #301, Brookhaven, GA 30319",33.8915093,-84.32317,0.7333538888,"restaurants, gastropubs, burgers, american traditional, american new","beautysalon, bar, restaurant, food",food
465,Brick Store Pub,"125 E Court Square, Decatur, GA 30030",33.775135,-84.2957993,0.8786668165,"food, nightlife, bars, arts  entertainment, performing arts, american traditional, belgian, restaurants, donuts, pubs, breweries, greek",bar,bar
466,Nina & Rafi,"661 Auburn Ave NE STE 220, Atlanta, GA 30312",33.7560971,-84.3654486,0.6853024718,"italian, restaurants, pizza","restaurant, food",food
467,Candler Park Market,"1642 McLendon Ave NE, Atlanta, GA 30307, United States",33.7649368,-84.3336238,0.8277446816,"restaurants, food, grocery, farmers market, delis, beer, wine  spirits","groceryorsupermarket, liquorstore, supermarket, food",food
468,Buteco,"1039 Grant St SE Suite C-10, Atlanta, GA 30315",33.7250612,-84.3770603,0.8010322989,"restaurants, nightlife, tapas bars, food, coffee  tea, street vendors, bars","bar, restaurant, cafe, food",food
469,Golden Drops Café,"1788 Clairmont Rd, Decatur, GA 30033",33.8062495,-84.310735,0.8375250642,"breakfast  brunch, coffee  tea, restaurants, brazilian, food","cafe, food",food
470,Blue India,"933 Peachtree St NE, Atlanta, GA 30309",33.7796186,-84.3837681,0.7333965175,"restaurants, nightlife, indian, bars","restaurant, food",food
471,Sweet Hut Bakery & Cafe,"935 Peachtree St NE UNIT 935, Atlanta, GA 30309",33.7802021,-84.3839385,0.7995781974,"restaurants, coffee  tea, desserts, sandwiches, food, bakeries","bakery, cafe, food",food
472,Doc Chey's Noodle House,"1424 North Highland Avenue Northeast, Atlanta, GA 30306",33.7932328,-84.3518218,0.7196437338,"vegetarian, asian fusion, noodles, chinese, vietnamese, restaurants","mealdelivery, mealtakeaway, restaurant, food",food
473,Aamar Indian Cuisine,"100 Luckie St NW, Atlanta, GA 30303",33.7575879,-84.3899824,0.8155375948,"bangladeshi, restaurants, halal, indian, soup, vegetarian","restaurant, food",food
474,Dairy Queen Grill & Chill,"231 Peachtree St NE Ste B71, Atlanta, GA 30303, United States",33.7608541,-84.3868034,0.4659850962,"food, ice cream  frozen yogurt, fast food, restaurants, burgers","restaurant, food",food
475,McDonald's,"4010 Peachtree Rd NE, Atlanta, GA 30319",33.8597217,-84.3407612,0.3381634936,"food, fast food, coffee  tea, restaurants, burgers","cafe, restaurant, food",food
476,Wheelhouse Craft Pub and Kitchen,"1479 Scott Blvd, Decatur, GA 30030",33.7927928,-84.2907256,0.845543684,"burgers, restaurants, pubs, fish  chips, bars, nightlife","restaurant, bar, food",food
477,Panbury's Double Crust Pies,"209 Edgewood Ave SE #104, Atlanta, GA 30303",33.754276,-84.379833,0.8139104741,"food, australian, south african, african, british, bakeries, restaurants","cafe, bakery, restaurant, food",food
478,Whiskey Bird,"1409 North Highland Avenue Northeast, Atlanta, GA 30306",33.792656,-84.351852,0.8634034213,"american new, burgers, asian fusion, breakfast  brunch, tapassmall plates, tacos, restaurants, mexican","restaurant, food",food
479,Saltwood Charcuterie & Bar,"1065 Peachtree St NE, Atlanta, GA 30309",33.7835524,-84.3833196,0.66665143,"tapassmall plates, breakfast  brunch, nightlife, american traditional, bars, restaurants, food, specialty food","bar, restaurant, food",food
480,Food Terminal,"1000 Marietta St NW UNIT 202, Atlanta, GA 30318",33.7788171,-84.4100323,0.8085589111,"chinese, malaysian, restaurants, pan asian","restaurant, food",food
481,Irby's Tavern,"322 East Paces Ferry Rd NE, Atlanta, GA 30305",33.8396125,-84.3771094,0.7361957173,"bars, burgers, chicken wings, sandwiches, food, grocery, sports bars, nightlife, restaurants","bar, restaurant, food",food
482,Pricci,"500 Pharr Rd NE, Atlanta, GA 30305",33.8373549,-84.3714811,0.7898910432,"italian, restaurants","restaurant, food",food
483,Chick-fil-A,"105 E Trinity Pl, Decatur, GA 30030",33.7730558,-84.2961011,0.6518639867,"caterers, event planning  services, fast food, restaurants","restaurant, food",food
484,Sublime Doughnuts,"535 10th St NW, Atlanta, GA 30318, United States",33.7818784,-84.4049196,0.8066515533,"donuts, event planning  services, caterers, local flavor, restaurants, bakeries, food, burgers","bakery, food",food
485,Dunkin',"2512 Blackmon Dr, Decatur, GA 30033",33.7954269,-84.286304,0.4649874727,"food, donuts, breakfast  brunch, coffee  tea, restaurants","cafe, bakery, mealtakeaway, restaurant, food",food
486,Joey D's Oak Room,"1015 Crown Pointe Pkwy, Dunwoody, GA 30338",33.9295246,-84.3460299,0.7285243828,"american traditional, nightlife, cocktail bars, bars, seafood, restaurants, steakhouses, american new","bar, restaurant, food",food
487,Café Lily,"308 W Ponce de Leon Ave, Decatur, GA 30030",33.7754096,-84.3003302,0.7579305388,"restaurants, greek, modern european, mediterranean","bar, restaurant, food",food
488,Kaye Bakes,"3300 Marjan Dr, Doraville, GA 30340",33.8854263,-84.264677,0.6754945555,"custom cakes, food, vegan, restaurants, glutenfree","bakery, food",food
489,The Elder Tree Public House,"469 Flat Shoals Ave SE, Atlanta, GA 30316",33.7411184,-84.3466165,0.7576943228,"restaurants, irish, bars, pubs, sports bars, nightlife, gastropubs, burgers","bar, restaurant, food",food
490,The Little Tart Bakeshop,"99 Krog St NE, Atlanta, GA 30307, United States",33.7570241,-84.3640524,0.7363307951,"food, desserts, restaurants, bakeries, breakfast  brunch","bakery, cafe, food",food
491,Trader Vic's,"255 Courtland St NE, Atlanta, GA 30303",33.7610966,-84.3833616,0.6954942568,"bars, lounges, hotels, hotels  travel, event planning  services, nightlife, hawaiian, tiki bars, asian fusion, restaurants","restaurant, food",food
492,Arby's,"1751 Howell Mill Rd NW, Atlanta, GA 30318",33.8016429,-84.4149472,0.585104323,"restaurants, sandwiches, fast food","mealtakeaway, restaurant, food",food
493,Blu Cantina,"1242 Glenwood Ave SE, Atlanta, GA 30316",33.7402729,-84.3468985,0.6103019813,"latin american, bars, music venues, nightlife, restaurants, tapas bars, arts  entertainment","bar, restaurant, food",food
494,Georgia Halal Meat,"1707 Church St, Decatur, GA 30033, United States",33.79689,-84.2809178,0.5600612804,"halal, meat shops, specialty food, food, butcher, restaurants, indian","mealtakeaway, restaurant, food",food
495,Ecco Midtown,"40 7th St NE, Atlanta, GA 30308",33.7787317,-84.3858436,0.8050507447,"american new, italian, mediterranean, bars, shopping, nightlife, shoe stores, fashion, cocktail bars, modern european, restaurants, greek","bar, restaurant, food",food
496,Sevananda Natural Foods Market,"467 Moreland Ave NE, Atlanta, GA 30307, United States",33.7670251,-84.3484696,0.790042432,"fitness  instruction, restaurants, specialty food, food, yoga, organic stores, fruits  veggies, bakeries, vegan, delis, grocery, active life, vegetarian, desserts, health markets","supermarket, groceryorsupermarket, food, health",food
497,Wild Crab,"265 Ponce De Leon Pl, Decatur, GA 30030",33.7766664,-84.299488,0.6555659305,"bars, restaurants, seafood, nightlife","restaurant, food",food
498,Starbucks,"1801 Howell Mill Rd NW, Atlanta, GA 30318",33.8042545,-84.4127789,0.6569975456,"wine bars, tapas bars, restaurants, food, bars, nightlife, coffee  tea","cafe, restaurant, food",food
499,OK Cafe,"1284 W Paces Ferry Rd NW, Atlanta, GA 30327",33.8487687,-84.4294523,0.802190181,"sandwiches, restaurants, breakfast  brunch, diners, american new, american traditional, cafes","restaurant, cafe, food",food
500,Planet Hookah Cafe,"3350 Chamblee Tucker Rd F, Atlanta, GA 30341",33.8859429,-84.2562829,0.7939768482,"nightlife, juice bars  smoothies, food, cafes, restaurants, coffee  tea, bars, hookah bars","cafe, nightclub, bar, food",nightclub
501,Miller Union,"999 Brady Ave NW, Atlanta, GA 30318",33.7817184,-84.4131938,0.7899198186,"american new, southern, restaurants","bar, restaurant, food",food
502,Athens Pizza,"1341 Clairmont Rd, Decatur, GA 30033",33.7919559,-84.3054294,0.720714527,"mediterranean, restaurants, pizza, greek","mealtakeaway, restaurant, food",food
503,Nan Thai Fine Dining,"1350 Spring St NW #1, Atlanta, GA 30309",33.791638,-84.389488,0.7982566551,"nightlife, food, beer, wine  spirits, restaurants, bars, wine bars, thai","bar, restaurant, food",food
504,Wahoo! Grill,"1042 W College Ave, Decatur, GA 30030",33.7649631,-84.3107618,0.7851827735,"restaurants, seafood, american new, american traditional, venues  event spaces, event planning  services","restaurant, food",food
505,J. Alexander's Restaurant,"4701 Ashford Dunwoody Rd, Atlanta, GA 30338",33.932058,-84.3368957,0.7738405514,"restaurants, american new, steakhouses, seafood","bar, restaurant, food",food
506,Tropical Smoothie Cafe,"705 Town Blvd Suite Q 315, Atlanta, GA 30319",33.869732,-84.336055,0.6430606864,"restaurants, food, cafes, juice bars  smoothies, sandwiches","cafe, restaurant, food",food
507,Souper Jenny Brookhaven,"4274 Peachtree Rd NE, Atlanta, GA 30319",33.8679485,-84.3356972,0.760651048,"restaurants, sandwiches, soup, salad","mealtakeaway, restaurant, food",food
508,Goldbergs Fine Foods - Buckhead,"4383 Roswell Rd NE, Atlanta, GA 30342",33.8739922,-84.3799536,0.7431518636,"bagels, restaurants, breakfast  brunch, caterers, delis, sandwiches, event planning  services, american traditional, beer, wine  spirits, food","restaurant, bakery, food",food
509,Himitsu,"Two Buckhead Plaza, 3050 Peachtree Rd, Atlanta, GA 30305",33.8387046,-84.3810675,0.6926391028,"japanese, restaurants, sushi bars","nightclub, bar, restaurant, food",nightclub
510,Hopstix,"3404 Pierce Dr #2444, Chamblee, GA 30341",33.8907125,-84.3030048,0.7865151197,"nightlife, food, sushi bars, beer bar, breweries, asian fusion, bars, restaurants","mealtakeaway, liquorstore, bar, restaurant, food",food
511,El Tesoro,"1374 Arkwright Pl SE, Atlanta, GA 30317",33.7494234,-84.3426154,0.8283350837,"restaurants, mexican, food, coffee  tea, breakfast  brunch, desserts","cafe, bar, restaurant, food",food
512,Coyote's Mexican Grill,"105 Sycamore Pl, Decatur, GA 30030",33.772863,-84.289112,0.6820082561,"seafood, restaurants, mexican, soup","restaurant, food",food
513,Babylon Cafe,"2257 Lenox Rd NE, Atlanta, GA 30324",33.8166676,-84.3517625,0.6500458862,"hookah bars, falafel, desserts, halal, cafes, arabian, nightlife, bars, coffee  tea, food, middle eastern, restaurants, mediterranean, afghan","cafe, restaurant, food",food
514,Kung Fu Tea,"5280 Buford Hwy NE, Doraville, GA 30340",33.8967974,-84.2821928,0.7704091373,"food, bubble tea, juice bars  smoothies, desserts, coffee  tea, restaurants, cafes, internet cafes","cafe, food",food
515,Josephine Lounge,"3277 Buford Hwy NE, Atlanta, GA 30329, United States",33.8412946,-84.3279941,0.571509861,"lounges, tapas bars, nightlife, dance clubs, hookah bars, restaurants, seafood, bars","nightclub, bar, restaurant, food",nightclub
516,Aldo's Italian Restaurant,"6690 Roswell Rd NE, Sandy Springs, GA 30328",33.9376012,-84.3787428,0.6473682344,"restaurants, italian","restaurant, food",food
517,Cultivate Food and Coffee,"1952 Howell Mill Rd NW Suite 200, Atlanta, GA 30318",33.8078561,-84.4129323,0.7578287728,"coffee  tea, food, coffee roasteries, sandwiches, restaurants, breakfast  brunch, cafes, tapas bars, american new","cafe, mealtakeaway, restaurant, food",food
518,Panera Bread,"1545 N Decatur Rd, Atlanta, GA 30307",33.787486,-84.327143,0.5253631307,"food, bagels, sandwiches, salad, restaurants, soup, coffee  tea, breakfast  brunch","cafe, bakery, mealtakeaway, restaurant, food",food
519,Butter & Cream,"416 Church St, Decatur, GA 30030, United States",33.7750987,-84.2950162,0.849822567,"ice cream  frozen yogurt, bakeries, restaurants, food, desserts",food,food
520,The Iberian Pig,"121 Sycamore St, Decatur, GA 30030",33.7744382,-84.2959884,0.8768975272,"tapassmall plates, tapas bars, restaurants, spanish","restaurant, food",food
521,Taco Mac Perimeter,"1211 Ashford Crossing, Atlanta, GA 30346",33.9291395,-84.3452082,0.6324872097,"mexican, nightlife, texmex, american traditional, sports bars, restaurants, bars, chicken wings, burgers","restaurant, bar, food",food
522,Tilapia Express,"209 Edgewood Ave SE, Atlanta, GA 30303",33.754076,-84.379967,0.7446149905,"seafood, restaurants","restaurant, food",food
523,Sweet Hut Bakery Cafe,"5150 Buford Hwy NE A-100, Doraville, GA 30340",33.8934407,-84.2843624,0.8054128844,"cafes, bakeries, restaurants, food, desserts","bakery, cafe, food",food
524,Java Saga,"5145 Buford Hwy NE # E, Doraville, GA 30340",33.8932252,-84.2834331,0.8694131632,"juice bars  smoothies, food, coffee roasteries, restaurants, chicken shop, sandwiches, coffee  tea, taiwanese, breakfast  brunch, food trucks","cafe, mealtakeaway, restaurant, food",food
525,Great Wraps,3393 Peachtree Rd NE,33.8454011,-84.3614063,0.5056076338,"food, restaurants, cheesesteaks, sandwiches, juice bars  smoothies",,restaurant
526,Piece of Cake Inc.,"3215 Roswell Rd NE, Atlanta, GA 30305",33.8428798,-84.3787467,0.7130300701,"restaurants, patisseriecake shop, desserts, food, cupcakes, bakeries","bakery, food",food
527,1ST Wok Chinese Restaurant,5295 Buford Hwy NE,33.8438412,-84.3283819,0.5681962395,"restaurants, chinese",,restaurant
528,Colossus Greek & Pizza,4369 Hugh Howell Rd,33.8508466,-84.2092546,0.7157022409,"nightlife, pizza, sandwiches, mediterranean, greek, bars, italian, restaurants",,restaurant
529,Donnie's Country Cookin',"3300 Clairmont Rd NE, Ste A",33.8550738,-84.3133226,0.641870146,"restaurants, southern",,restaurant
530,Chick-fil-A,2340 N Druid Hills Rd NE,33.827595,-84.3286053,0.600045272,"caterers, event planning  services, fast food, southern, restaurants",,restaurant
531,Knuckies Hoagies at The Interlock,"1115 Howell Mill Rd NW Suite P108, Atlanta, GA 30318",33.7851061,-84.4116232,0.7493045014,"restaurants, southern","restaurant, food",food
532,Loca Luna,550 Amsterdam Ave NE,33.7885448,-84.3690978,0.7148986161,"latin american, tapas bars, brazilian, restaurants",,restaurant
533,Uptown Restaurant & Lounge,201 Courtland St NE,33.7599382,-84.3839511,0.5239458643,"american new, bars, barbeque, lounges, nightlife, restaurants",,restaurant
534,Philly Cheesesteak Place,"2000 Cheshire Bridge Rd, Ste F",33.8116772,-84.3572766,0.6597644212,"cheesesteaks, burgers, restaurants, sandwiches",,restaurant
535,Mandarin House Chinese Restaurant,6263 Roswell Rd NE,33.9259745,-84.3781593,0.5038497704,"chinese, restaurants, vietnamese",,restaurant
536,The Buckeye Room Bar and Grill,"3300 Buckeye Rd, Ste G64",33.885879,-84.2583921,0.7677891555,"nightlife, pubs, music venues, restaurants, american traditional, bars, karaoke, arts  entertainment, sports bars",,restaurant
537,Zen on Ten Asian Bistro & Sushi Bar,1000 Northside Dr,33.7817721,-84.4077822,0.542337367,"japanese, restaurants, specialty food, thai, food, sushi bars",,restaurant
538,Kabob Land,3137 Piedmont Rd NE,33.842694,-84.3704514,0.6106300743,"mediterranean, middle eastern, restaurants, turkish",,restaurant
539,Farm Burger Virginia Highland,"1017 North Highland Avenue Northeast, Atlanta, GA 30306",33.7821356,-84.3538968,0.7637114519,"restaurants, burgers, glutenfree, american traditional","restaurant, food",food
540,Virgil's Gullah Kitchen & Bar,3721 Main St,33.6536886,-84.4496117,0.749716514,"soul food, cocktail bars, bars, nightlife, restaurants, southern",,restaurant
541,Tonys Deli,2685 Metropolitan Pkwy SW,33.682517,-84.4091253,0.7086811352,"restaurants, delis, sandwiches",,restaurant
542,Mellow Mushroom Atlanta - Buckhead,1770 Peachtree St NW,33.8022595,-84.3932008,0.705101843,"nightlife, sandwiches, pizza, bars, restaurants",,restaurant
